CustomerID,ChurnProbability,RiskCategory,RetentionRecommendation,BusinessRecommendation
CUST0480,0.0002953674,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0481,0.9543873,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0482,0.0027299412,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0483,0.005666457,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0484,0.005611063,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0485,0.00046914775,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0486,0.06082173,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0487,5.650714e-06,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0488,0.99773204,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0489,0.063709676,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0490,0.0047506886,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0491,0.99625057,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0492,0.98022604,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0493,0.0051342184,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0494,0.9995245,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0495,0.9988814,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0496,0.073450476,Low,Maintain regular communication and offer premium services.,Healthy Customer - Upsell premium services.
CUST0497,0.78660226,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",High Risk - Personalized offers recommended.
CUST0498,0.5386707,Medium,"Provide loyalty rewards, personalized offers, and proactive engagement.",Moderate Risk - Increase engagement.
CUST0499,0.99969506,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
CUST0500,0.9999622,High,"Immediate follow-up by customer support, offer 20% discount, assign dedicated account manager.",Critical Customer - Immediate retention campaign.
